clean,corrupt,predict,corrupt_labels
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Brussels, then Tuvalu corresponds to",Funafuti,Brussels
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Sucre, then Tuvalu corresponds to",Funafuti,Sucre
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Ottawa, then Tuvalu corresponds to",Funafuti,Ottawa
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Santiago, then Tuvalu corresponds to",Funafuti,Santiago
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Beijing, then Tuvalu corresponds to",Funafuti,Beijing
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Moroni, then Tuvalu corresponds to",Funafuti,Moroni
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Copenhagen, then Tuvalu corresponds to",Funafuti,Copenhagen
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Roseau, then Tuvalu corresponds to",Funafuti,Roseau
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Cairo, then Tuvalu corresponds to",Funafuti,Cairo
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Suva, then Tuvalu corresponds to",Funafuti,Suva
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Berlin, then Tuvalu corresponds to",Funafuti,Berlin
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Athens, then Tuvalu corresponds to",Funafuti,Athens
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Nuuk, then Tuvalu corresponds to",Funafuti,Nuuk
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Georgetown, then Tuvalu corresponds to",Funafuti,Georgetown
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Budapest, then Tuvalu corresponds to",Funafuti,Budapest
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Baghdad, then Tuvalu corresponds to",Funafuti,Baghdad
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Dublin, then Tuvalu corresponds to",Funafuti,Dublin
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Jerusalem, then Tuvalu corresponds to",Funafuti,Jerusalem
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Rome, then Tuvalu corresponds to",Funafuti,Rome
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Kingston, then Tuvalu corresponds to",Funafuti,Kingston
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Tokyo, then Tuvalu corresponds to",Funafuti,Tokyo
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Amman, then Tuvalu corresponds to",Funafuti,Amman
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Astana, then Tuvalu corresponds to",Funafuti,Astana
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Riga, then Tuvalu corresponds to",Funafuti,Riga
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Malé, then Tuvalu corresponds to",Funafuti,Malé
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Monaco, then Tuvalu corresponds to",Funafuti,Monaco
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Maputo, then Tuvalu corresponds to",Funafuti,Maputo
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Yaren, then Tuvalu corresponds to",Funafuti,Yaren
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Amsterdam, then Tuvalu corresponds to",Funafuti,Amsterdam
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Managua, then Tuvalu corresponds to",Funafuti,Managua
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Oslo, then Tuvalu corresponds to",Funafuti,Oslo
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Muscat, then Tuvalu corresponds to",Funafuti,Muscat
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Islamabad, then Tuvalu corresponds to",Funafuti,Islamabad
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Jerusalem, then Tuvalu corresponds to",Funafuti,Jerusalem
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Lima, then Tuvalu corresponds to",Funafuti,Lima
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Manila, then Tuvalu corresponds to",Funafuti,Manila
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Doha, then Tuvalu corresponds to",Funafuti,Doha
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Moscow, then Tuvalu corresponds to",Funafuti,Moscow
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Apia, then Tuvalu corresponds to",Funafuti,Apia
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Edinburgh, then Tuvalu corresponds to",Funafuti,Edinburgh
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Belgrade, then Tuvalu corresponds to",Funafuti,Belgrade
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Victoria, then Tuvalu corresponds to",Funafuti,Victoria
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Singapore, then Tuvalu corresponds to",Funafuti,Singapore
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Madrid, then Tuvalu corresponds to",Funafuti,Madrid
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Stockholm, then Tuvalu corresponds to",Funafuti,Stockholm
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Damascus, then Tuvalu corresponds to",Funafuti,Damascus
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Kyiv, then Tuvalu corresponds to",Funafuti,Kyiv
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Hanoi, then Tuvalu corresponds to",Funafuti,Hanoi
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Cardiff, then Tuvalu corresponds to",Funafuti,Cardiff
"If Ghana corresponds to Accra, then Tuvalu corresponds to","If Ghana corresponds to Harare, then Tuvalu corresponds to",Funafuti,Harare
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Tirana, then Australia corresponds to",Canberra,Tirana
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Algiers, then Australia corresponds to",Canberra,Algiers
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Yerevan, then Australia corresponds to",Canberra,Yerevan
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Canberra, then Australia corresponds to",Canberra,Canberra
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Nassau, then Australia corresponds to",Canberra,Nassau
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Dhaka, then Australia corresponds to",Canberra,Dhaka
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Minsk, then Australia corresponds to",Canberra,Minsk
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Belmopan, then Australia corresponds to",Canberra,Belmopan
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Gaborone, then Australia corresponds to",Canberra,Gaborone
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Sofia, then Australia corresponds to",Canberra,Sofia
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Yaoundé, then Australia corresponds to",Canberra,Yaoundé
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Zagreb, then Australia corresponds to",Canberra,Zagreb
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Havana, then Australia corresponds to",Canberra,Havana
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Quito, then Australia corresponds to",Canberra,Quito
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Asmara, then Australia corresponds to",Canberra,Asmara
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Tallinn, then Australia corresponds to",Canberra,Tallinn
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Helsinki, then Australia corresponds to",Canberra,Helsinki
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Libreville, then Australia corresponds to",Canberra,Libreville
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Banjul, then Australia corresponds to",Canberra,Banjul
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Tbilisi, then Australia corresponds to",Canberra,Tbilisi
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Conakry, then Australia corresponds to",Canberra,Conakry
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Jakarta, then Australia corresponds to",Canberra,Jakarta
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Tehran, then Australia corresponds to",Canberra,Tehran
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Nairobi, then Australia corresponds to",Canberra,Nairobi
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Tarawa, then Australia corresponds to",Canberra,Tarawa
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Pristina, then Australia corresponds to",Canberra,Pristina
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Vientiane, then Australia corresponds to",Canberra,Vientiane
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Beirut, then Australia corresponds to",Canberra,Beirut
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Maseru, then Australia corresponds to",Canberra,Maseru
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Monrovia, then Australia corresponds to",Canberra,Monrovia
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Tripoli, then Australia corresponds to",Canberra,Tripoli
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Vaduz, then Australia corresponds to",Canberra,Vaduz
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Skopje, then Australia corresponds to",Canberra,Skopje
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Bamako, then Australia corresponds to",Canberra,Bamako
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Valletta, then Australia corresponds to",Canberra,Valletta
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Podgorica, then Australia corresponds to",Canberra,Podgorica
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Plymouth, then Australia corresponds to",Canberra,Plymouth
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Rabat, then Australia corresponds to",Canberra,Rabat
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Windhoek, then Australia corresponds to",Canberra,Windhoek
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Niamey, then Australia corresponds to",Canberra,Niamey
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Abuja, then Australia corresponds to",Canberra,Abuja
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Alofi, then Australia corresponds to",Canberra,Alofi
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Asunción, then Australia corresponds to",Canberra,Asunción
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Warsaw, then Australia corresponds to",Canberra,Warsaw
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Lisbon, then Australia corresponds to",Canberra,Lisbon
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Bucharest, then Australia corresponds to",Canberra,Bucharest
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Kigali, then Australia corresponds to",Canberra,Kigali
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Dakar, then Australia corresponds to",Canberra,Dakar
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Hargeisa, then Australia corresponds to",Canberra,Hargeisa
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Paramaribo, then Australia corresponds to",Canberra,Paramaribo
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Dodoma, then Australia corresponds to",Canberra,Dodoma
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Bangkok, then Australia corresponds to",Canberra,Bangkok
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Lomé, then Australia corresponds to",Canberra,Lomé
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Tunis, then Australia corresponds to",Canberra,Tunis
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Ankara, then Australia corresponds to",Canberra,Ankara
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Funafuti, then Australia corresponds to",Canberra,Funafuti
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Kampala, then Australia corresponds to",Canberra,Kampala
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Montevideo, then Australia corresponds to",Canberra,Montevideo
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Caracas, then Australia corresponds to",Canberra,Caracas
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Sanaá, then Australia corresponds to",Canberra,Sanaá
"If Gibraltar corresponds to Gibraltar, then Australia corresponds to","If Gibraltar corresponds to Lusaka, then Australia corresponds to",Canberra,Lusaka
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Kabul, then Curaçao corresponds to",Willemstad,Kabul
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Luanda, then Curaçao corresponds to",Willemstad,Luanda
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Vienna, then Curaçao corresponds to",Willemstad,Vienna
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Baku, then Curaçao corresponds to",Willemstad,Baku
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Manama, then Curaçao corresponds to",Willemstad,Manama
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Brussels, then Curaçao corresponds to",Willemstad,Brussels
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Sucre, then Curaçao corresponds to",Willemstad,Sucre
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Ottawa, then Curaçao corresponds to",Willemstad,Ottawa
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Santiago, then Curaçao corresponds to",Willemstad,Santiago
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Beijing, then Curaçao corresponds to",Willemstad,Beijing
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Moroni, then Curaçao corresponds to",Willemstad,Moroni
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Copenhagen, then Curaçao corresponds to",Willemstad,Copenhagen
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Roseau, then Curaçao corresponds to",Willemstad,Roseau
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Cairo, then Curaçao corresponds to",Willemstad,Cairo
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Suva, then Curaçao corresponds to",Willemstad,Suva
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Berlin, then Curaçao corresponds to",Willemstad,Berlin
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Accra, then Curaçao corresponds to",Willemstad,Accra
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Nuuk, then Curaçao corresponds to",Willemstad,Nuuk
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Georgetown, then Curaçao corresponds to",Willemstad,Georgetown
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Budapest, then Curaçao corresponds to",Willemstad,Budapest
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Baghdad, then Curaçao corresponds to",Willemstad,Baghdad
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Dublin, then Curaçao corresponds to",Willemstad,Dublin
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Jerusalem, then Curaçao corresponds to",Willemstad,Jerusalem
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Rome, then Curaçao corresponds to",Willemstad,Rome
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Kingston, then Curaçao corresponds to",Willemstad,Kingston
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Tokyo, then Curaçao corresponds to",Willemstad,Tokyo
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Amman, then Curaçao corresponds to",Willemstad,Amman
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Astana, then Curaçao corresponds to",Willemstad,Astana
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Riga, then Curaçao corresponds to",Willemstad,Riga
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Malé, then Curaçao corresponds to",Willemstad,Malé
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Monaco, then Curaçao corresponds to",Willemstad,Monaco
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Maputo, then Curaçao corresponds to",Willemstad,Maputo
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Yaren, then Curaçao corresponds to",Willemstad,Yaren
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Amsterdam, then Curaçao corresponds to",Willemstad,Amsterdam
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Managua, then Curaçao corresponds to",Willemstad,Managua
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Oslo, then Curaçao corresponds to",Willemstad,Oslo
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Muscat, then Curaçao corresponds to",Willemstad,Muscat
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Islamabad, then Curaçao corresponds to",Willemstad,Islamabad
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Jerusalem, then Curaçao corresponds to",Willemstad,Jerusalem
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Lima, then Curaçao corresponds to",Willemstad,Lima
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Manila, then Curaçao corresponds to",Willemstad,Manila
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Doha, then Curaçao corresponds to",Willemstad,Doha
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Moscow, then Curaçao corresponds to",Willemstad,Moscow
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Apia, then Curaçao corresponds to",Willemstad,Apia
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Edinburgh, then Curaçao corresponds to",Willemstad,Edinburgh
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Belgrade, then Curaçao corresponds to",Willemstad,Belgrade
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Victoria, then Curaçao corresponds to",Willemstad,Victoria
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Singapore, then Curaçao corresponds to",Willemstad,Singapore
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Madrid, then Curaçao corresponds to",Willemstad,Madrid
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Stockholm, then Curaçao corresponds to",Willemstad,Stockholm
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Damascus, then Curaçao corresponds to",Willemstad,Damascus
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Kyiv, then Curaçao corresponds to",Willemstad,Kyiv
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Hanoi, then Curaçao corresponds to",Willemstad,Hanoi
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Cardiff, then Curaçao corresponds to",Willemstad,Cardiff
"If Greece corresponds to Athens, then Curaçao corresponds to","If Greece corresponds to Harare, then Curaçao corresponds to",Willemstad,Harare
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Kabul, then Singapore corresponds to",Singapore,Kabul
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Luanda, then Singapore corresponds to",Singapore,Luanda
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Vienna, then Singapore corresponds to",Singapore,Vienna
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Baku, then Singapore corresponds to",Singapore,Baku
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Manama, then Singapore corresponds to",Singapore,Manama
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Brussels, then Singapore corresponds to",Singapore,Brussels
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Sucre, then Singapore corresponds to",Singapore,Sucre
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Ottawa, then Singapore corresponds to",Singapore,Ottawa
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Santiago, then Singapore corresponds to",Singapore,Santiago
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Beijing, then Singapore corresponds to",Singapore,Beijing
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Moroni, then Singapore corresponds to",Singapore,Moroni
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Copenhagen, then Singapore corresponds to",Singapore,Copenhagen
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Roseau, then Singapore corresponds to",Singapore,Roseau
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Cairo, then Singapore corresponds to",Singapore,Cairo
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Suva, then Singapore corresponds to",Singapore,Suva
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Berlin, then Singapore corresponds to",Singapore,Berlin
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Accra, then Singapore corresponds to",Singapore,Accra
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Athens, then Singapore corresponds to",Singapore,Athens
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Georgetown, then Singapore corresponds to",Singapore,Georgetown
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Budapest, then Singapore corresponds to",Singapore,Budapest
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Baghdad, then Singapore corresponds to",Singapore,Baghdad
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Dublin, then Singapore corresponds to",Singapore,Dublin
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Jerusalem, then Singapore corresponds to",Singapore,Jerusalem
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Rome, then Singapore corresponds to",Singapore,Rome
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Kingston, then Singapore corresponds to",Singapore,Kingston
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Tokyo, then Singapore corresponds to",Singapore,Tokyo
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Amman, then Singapore corresponds to",Singapore,Amman
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Astana, then Singapore corresponds to",Singapore,Astana
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Riga, then Singapore corresponds to",Singapore,Riga
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Malé, then Singapore corresponds to",Singapore,Malé
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Monaco, then Singapore corresponds to",Singapore,Monaco
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Maputo, then Singapore corresponds to",Singapore,Maputo
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Yaren, then Singapore corresponds to",Singapore,Yaren
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Amsterdam, then Singapore corresponds to",Singapore,Amsterdam
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Managua, then Singapore corresponds to",Singapore,Managua
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Oslo, then Singapore corresponds to",Singapore,Oslo
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Muscat, then Singapore corresponds to",Singapore,Muscat
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Islamabad, then Singapore corresponds to",Singapore,Islamabad
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Jerusalem, then Singapore corresponds to",Singapore,Jerusalem
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Lima, then Singapore corresponds to",Singapore,Lima
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Manila, then Singapore corresponds to",Singapore,Manila
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Doha, then Singapore corresponds to",Singapore,Doha
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Moscow, then Singapore corresponds to",Singapore,Moscow
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Apia, then Singapore corresponds to",Singapore,Apia
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Edinburgh, then Singapore corresponds to",Singapore,Edinburgh
"If Greenland corresponds to Nuuk, then Singapore corresponds to","If Greenland corresponds to Belgrade, then Singapore corresponds to",Singapore,Belgrade
