clean,corrupt,predict,corrupt_labels
"If Greenland corresponds to Nuuk, then Iceland corresponds to","If Greenland corresponds to Nuuk, then Vietnam corresponds to",Reykjavík,Hanoi
"If Greenland corresponds to Nuuk, then Iceland corresponds to","If Greenland corresponds to Nuuk, then Wales corresponds to",Reykjavík,Cardiff
"If Greenland corresponds to Nuuk, then Iceland corresponds to","If Greenland corresponds to Nuuk, then Yemen corresponds to",Reykjavík,Sanaá
"If Greenland corresponds to Nuuk, then Iceland corresponds to","If Greenland corresponds to Nuuk, then Zimbabwe corresponds to",Reykjavík,Harare
"If Guam corresponds to Hagåtña, then Lithuania corresponds to","If Guam corresponds to Hagåtña, then Abkhazia corresponds to",Vilnius,Sukhumi
"If Guam corresponds to Hagåtña, then Lithuania corresponds to","If Guam corresponds to Hagåtña, then Bangladesh corresponds to",Vilnius,Dhaka
"If Guam corresponds to Hagåtña, then Lithuania corresponds to","If Guam corresponds to Hagåtña, then Bhutan corresponds to",Vilnius,Thimphu
"If Guam corresponds to Hagåtña, then Lithuania corresponds to","If Guam corresponds to Hagåtña, then Botswana corresponds to",Vilnius,Gaborone
"If Guam corresponds to Hagåtña, then Lithuania corresponds to","If Guam corresponds to Hagåtña, then Curaçao corresponds to",Vilnius,Willemstad
"If Guam corresponds to Hagåtña, then Lithuania corresponds to","If Guam corresponds to Hagåtña, then Kazakhstan corresponds to",Vilnius,Astana
"If Guam corresponds to Hagåtña, then Lithuania corresponds to","If Guam corresponds to Hagåtña, then Kiribati corresponds to",Vilnius,Tarawa
"If Guam corresponds to Hagåtña, then Lithuania corresponds to","If Guam corresponds to Hagåtña, then Luxembourg corresponds to",Vilnius,Luxembourg
"If Guam corresponds to Hagåtña, then Lithuania corresponds to","If Guam corresponds to Hagåtña, then Madagascar corresponds to",Vilnius,Antananarivo
"If Guam corresponds to Hagåtña, then Lithuania corresponds to","If Guam corresponds to Hagåtña, then Mauritania corresponds to",Vilnius,Nouakchott
"If Guam corresponds to Hagåtña, then Lithuania corresponds to","If Guam corresponds to Hagåtña, then Montenegro corresponds to",Vilnius,Podgorica
"If Guam corresponds to Hagåtña, then Lithuania corresponds to","If Guam corresponds to Hagåtña, then Montserrat corresponds to",Vilnius,Plymouth
"If Guam corresponds to Hagåtña, then Lithuania corresponds to","If Guam corresponds to Hagåtña, then Mozambique corresponds to",Vilnius,Maputo
"If Guam corresponds to Hagåtña, then Lithuania corresponds to","If Guam corresponds to Hagåtña, then Namibia corresponds to",Vilnius,Windhoek
"If Guam corresponds to Hagåtña, then Lithuania corresponds to","If Guam corresponds to Hagåtña, then Seychelles corresponds to",Vilnius,Victoria
"If Guam corresponds to Hagåtña, then Lithuania corresponds to","If Guam corresponds to Hagåtña, then Somaliland corresponds to",Vilnius,Hargeisa
"If Guam corresponds to Hagåtña, then Lithuania corresponds to","If Guam corresponds to Hagåtña, then Tajikistan corresponds to",Vilnius,Dushanbe
"If Guam corresponds to Hagåtña, then Lithuania corresponds to","If Guam corresponds to Hagåtña, then Transnistria corresponds to",Vilnius,Tiraspol
"If Guam corresponds to Hagåtña, then Lithuania corresponds to","If Guam corresponds to Hagåtña, then Uzbekistan corresponds to",Vilnius,Tashkent
"If Guinea corresponds to Conakry, then China corresponds to","If Guinea corresponds to Conakry, then Australia corresponds to",Beijing,Canberra
"If Guinea corresponds to Conakry, then China corresponds to","If Guinea corresponds to Conakry, then Brazil corresponds to",Beijing,Brasília
"If Guinea corresponds to Conakry, then China corresponds to","If Guinea corresponds to Conakry, then Canada corresponds to",Beijing,Ottawa
"If Guinea corresponds to Conakry, then China corresponds to","If Guinea corresponds to Conakry, then France corresponds to",Beijing,Paris
"If Guinea corresponds to Conakry, then China corresponds to","If Guinea corresponds to Conakry, then Germany corresponds to",Beijing,Berlin
"If Guinea corresponds to Conakry, then China corresponds to","If Guinea corresponds to Conakry, then Iran corresponds to",Beijing,Tehran
"If Guinea corresponds to Conakry, then China corresponds to","If Guinea corresponds to Conakry, then Israel corresponds to",Beijing,Jerusalem
"If Guinea corresponds to Conakry, then China corresponds to","If Guinea corresponds to Conakry, then Japan corresponds to",Beijing,Tokyo
"If Guinea corresponds to Conakry, then China corresponds to","If Guinea corresponds to Conakry, then Jordan corresponds to",Beijing,Amman
"If Guinea corresponds to Conakry, then China corresponds to","If Guinea corresponds to Conakry, then Russia corresponds to",Beijing,Moscow
"If Guinea corresponds to Conakry, then China corresponds to","If Guinea corresponds to Conakry, then Spain corresponds to",Beijing,Madrid
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Afghanistan corresponds to",Manama,Kabul
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Albania corresponds to",Manama,Tirana
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Algeria corresponds to",Manama,Algiers
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Azerbaijan corresponds to",Manama,Baku
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Bahamas corresponds to",Manama,Nassau
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Barbados corresponds to",Manama,Bridgetown
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Bermuda corresponds to",Manama,Hamilton
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Bolivia corresponds to",Manama,Sucre
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Bulgaria corresponds to",Manama,Sofia
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Burundi corresponds to",Manama,Bujumbura
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Cameroon corresponds to",Manama,Yaoundé
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Colombia corresponds to",Manama,Bogotá
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Comoros corresponds to",Manama,Moroni
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Croatia corresponds to",Manama,Zagreb
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Dominica corresponds to",Manama,Roseau
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Eritrea corresponds to",Manama,Asmara
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Estonia corresponds to",Manama,Tallinn
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Gambia corresponds to",Manama,Banjul
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Gibraltar corresponds to",Manama,Gibraltar
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Greece corresponds to",Manama,Athens
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Honduras corresponds to",Manama,Tegucigalpa
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Indonesia corresponds to",Manama,Jakarta
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Iraq corresponds to",Manama,Baghdad
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Jamaica corresponds to",Manama,Kingston
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Kosovo corresponds to",Manama,Pristina
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Lebanon corresponds to",Manama,Beirut
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Lesotho corresponds to",Manama,Maseru
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Liberia corresponds to",Manama,Monrovia
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Liechtenstein corresponds to",Manama,Vaduz
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Macedonia corresponds to",Manama,Skopje
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Maldives corresponds to",Manama,Malé
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Moldova corresponds to",Manama,Chisinau
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Mongolia corresponds to",Manama,Ulaanbaatar
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Nauru corresponds to",Manama,Yaren
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Nepal corresponds to",Manama,Kathmandu
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Netherlands corresponds to",Manama,Amsterdam
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Nicaragua corresponds to",Manama,Managua
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Nigeria corresponds to",Manama,Abuja
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Paraguay corresponds to",Manama,Asunción
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Philippines corresponds to",Manama,Manila
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Rwanda corresponds to",Manama,Kigali
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Scotland corresponds to",Manama,Edinburgh
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Slovakia corresponds to",Manama,Bratislava
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Slovenia corresponds to",Manama,Ljubljana
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Somalia corresponds to",Manama,Mogadishu
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Suriname corresponds to",Manama,Paramaribo
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Tanzania corresponds to",Manama,Dodoma
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Tonga corresponds to",Manama,Nukuʻalofa
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Tunisia corresponds to",Manama,Tunis
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Turkmenistan corresponds to",Manama,Ashgabat
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Tuvalu corresponds to",Manama,Funafuti
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Uganda corresponds to",Manama,Kampala
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Uruguay corresponds to",Manama,Montevideo
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Venezuela corresponds to",Manama,Caracas
"If Guyana corresponds to Georgetown, then Bahrain corresponds to","If Guyana corresponds to Georgetown, then Zambia corresponds to",Manama,Lusaka
"If Honduras corresponds to Tegucigalpa, then Botswana corresponds to","If Honduras corresponds to Tegucigalpa, then Abkhazia corresponds to",Gaborone,Sukhumi
"If Honduras corresponds to Tegucigalpa, then Botswana corresponds to","If Honduras corresponds to Tegucigalpa, then Bangladesh corresponds to",Gaborone,Dhaka
"If Honduras corresponds to Tegucigalpa, then Botswana corresponds to","If Honduras corresponds to Tegucigalpa, then Bhutan corresponds to",Gaborone,Thimphu
"If Honduras corresponds to Tegucigalpa, then Botswana corresponds to","If Honduras corresponds to Tegucigalpa, then Curaçao corresponds to",Gaborone,Willemstad
"If Honduras corresponds to Tegucigalpa, then Botswana corresponds to","If Honduras corresponds to Tegucigalpa, then Kazakhstan corresponds to",Gaborone,Astana
"If Honduras corresponds to Tegucigalpa, then Botswana corresponds to","If Honduras corresponds to Tegucigalpa, then Kiribati corresponds to",Gaborone,Tarawa
"If Honduras corresponds to Tegucigalpa, then Botswana corresponds to","If Honduras corresponds to Tegucigalpa, then Lithuania corresponds to",Gaborone,Vilnius
"If Honduras corresponds to Tegucigalpa, then Botswana corresponds to","If Honduras corresponds to Tegucigalpa, then Luxembourg corresponds to",Gaborone,Luxembourg
"If Honduras corresponds to Tegucigalpa, then Botswana corresponds to","If Honduras corresponds to Tegucigalpa, then Madagascar corresponds to",Gaborone,Antananarivo
"If Honduras corresponds to Tegucigalpa, then Botswana corresponds to","If Honduras corresponds to Tegucigalpa, then Mauritania corresponds to",Gaborone,Nouakchott
"If Honduras corresponds to Tegucigalpa, then Botswana corresponds to","If Honduras corresponds to Tegucigalpa, then Montenegro corresponds to",Gaborone,Podgorica
"If Honduras corresponds to Tegucigalpa, then Botswana corresponds to","If Honduras corresponds to Tegucigalpa, then Montserrat corresponds to",Gaborone,Plymouth
"If Honduras corresponds to Tegucigalpa, then Botswana corresponds to","If Honduras corresponds to Tegucigalpa, then Mozambique corresponds to",Gaborone,Maputo
"If Honduras corresponds to Tegucigalpa, then Botswana corresponds to","If Honduras corresponds to Tegucigalpa, then Namibia corresponds to",Gaborone,Windhoek
"If Honduras corresponds to Tegucigalpa, then Botswana corresponds to","If Honduras corresponds to Tegucigalpa, then Seychelles corresponds to",Gaborone,Victoria
"If Honduras corresponds to Tegucigalpa, then Botswana corresponds to","If Honduras corresponds to Tegucigalpa, then Somaliland corresponds to",Gaborone,Hargeisa
"If Honduras corresponds to Tegucigalpa, then Botswana corresponds to","If Honduras corresponds to Tegucigalpa, then Tajikistan corresponds to",Gaborone,Dushanbe
"If Honduras corresponds to Tegucigalpa, then Botswana corresponds to","If Honduras corresponds to Tegucigalpa, then Transnistria corresponds to",Gaborone,Tiraspol
"If Honduras corresponds to Tegucigalpa, then Botswana corresponds to","If Honduras corresponds to Tegucigalpa, then Uzbekistan corresponds to",Gaborone,Tashkent
"If Hungary corresponds to Budapest, then Transnistria corresponds to","If Hungary corresponds to Budapest, then Abkhazia corresponds to",Tiraspol,Sukhumi
"If Hungary corresponds to Budapest, then Transnistria corresponds to","If Hungary corresponds to Budapest, then Bangladesh corresponds to",Tiraspol,Dhaka
"If Hungary corresponds to Budapest, then Transnistria corresponds to","If Hungary corresponds to Budapest, then Bhutan corresponds to",Tiraspol,Thimphu
"If Hungary corresponds to Budapest, then Transnistria corresponds to","If Hungary corresponds to Budapest, then Botswana corresponds to",Tiraspol,Gaborone
"If Hungary corresponds to Budapest, then Transnistria corresponds to","If Hungary corresponds to Budapest, then Curaçao corresponds to",Tiraspol,Willemstad
"If Hungary corresponds to Budapest, then Transnistria corresponds to","If Hungary corresponds to Budapest, then Kazakhstan corresponds to",Tiraspol,Astana
"If Hungary corresponds to Budapest, then Transnistria corresponds to","If Hungary corresponds to Budapest, then Kiribati corresponds to",Tiraspol,Tarawa
"If Hungary corresponds to Budapest, then Transnistria corresponds to","If Hungary corresponds to Budapest, then Lithuania corresponds to",Tiraspol,Vilnius
"If Hungary corresponds to Budapest, then Transnistria corresponds to","If Hungary corresponds to Budapest, then Luxembourg corresponds to",Tiraspol,Luxembourg
"If Hungary corresponds to Budapest, then Transnistria corresponds to","If Hungary corresponds to Budapest, then Madagascar corresponds to",Tiraspol,Antananarivo
"If Hungary corresponds to Budapest, then Transnistria corresponds to","If Hungary corresponds to Budapest, then Mauritania corresponds to",Tiraspol,Nouakchott
"If Hungary corresponds to Budapest, then Transnistria corresponds to","If Hungary corresponds to Budapest, then Montenegro corresponds to",Tiraspol,Podgorica
"If Hungary corresponds to Budapest, then Transnistria corresponds to","If Hungary corresponds to Budapest, then Montserrat corresponds to",Tiraspol,Plymouth
"If Hungary corresponds to Budapest, then Transnistria corresponds to","If Hungary corresponds to Budapest, then Mozambique corresponds to",Tiraspol,Maputo
"If Hungary corresponds to Budapest, then Transnistria corresponds to","If Hungary corresponds to Budapest, then Namibia corresponds to",Tiraspol,Windhoek
"If Hungary corresponds to Budapest, then Transnistria corresponds to","If Hungary corresponds to Budapest, then Seychelles corresponds to",Tiraspol,Victoria
"If Hungary corresponds to Budapest, then Transnistria corresponds to","If Hungary corresponds to Budapest, then Somaliland corresponds to",Tiraspol,Hargeisa
"If Hungary corresponds to Budapest, then Transnistria corresponds to","If Hungary corresponds to Budapest, then Tajikistan corresponds to",Tiraspol,Dushanbe
"If Hungary corresponds to Budapest, then Transnistria corresponds to","If Hungary corresponds to Budapest, then Uzbekistan corresponds to",Tiraspol,Tashkent
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Angola corresponds to",Riga,Luanda
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Armenia corresponds to",Riga,Yerevan
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Aruba corresponds to",Riga,Oranjestad
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Austria corresponds to",Riga,Vienna
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Belarus corresponds to",Riga,Minsk
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Belgium corresponds to",Riga,Brussels
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Belize corresponds to",Riga,Belmopan
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Chile corresponds to",Riga,Santiago
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Cuba corresponds to",Riga,Havana
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Denmark corresponds to",Riga,Copenhagen
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Ecuador corresponds to",Riga,Quito
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Egypt corresponds to",Riga,Cairo
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Fiji corresponds to",Riga,Suva
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Finland corresponds to",Riga,Helsinki
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Gabon corresponds to",Riga,Libreville
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Georgia corresponds to",Riga,Tbilisi
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Ghana corresponds to",Riga,Accra
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Greenland corresponds to",Riga,Nuuk
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Guam corresponds to",Riga,Hagåtña
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Guinea corresponds to",Riga,Conakry
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Guyana corresponds to",Riga,Georgetown
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Hungary corresponds to",Riga,Budapest
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Ireland corresponds to",Riga,Dublin
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Italy corresponds to",Riga,Rome
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Kenya corresponds to",Riga,Nairobi
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Laos corresponds to",Riga,Vientiane
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Libya corresponds to",Riga,Tripoli
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Malawi corresponds to",Riga,Lilongwe
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Mali corresponds to",Riga,Bamako
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Malta corresponds to",Riga,Valletta
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Monaco corresponds to",Riga,Monaco
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Morocco corresponds to",Riga,Rabat
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Myanmar corresponds to",Riga,Naypyidaw
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Niger corresponds to",Riga,Niamey
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Niue corresponds to",Riga,Alofi
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Norway corresponds to",Riga,Oslo
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Oman corresponds to",Riga,Muscat
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Pakistan corresponds to",Riga,Islamabad
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Palau corresponds to",Riga,Ngerulmud
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Palestine corresponds to",Riga,Jerusalem
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Peru corresponds to",Riga,Lima
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Poland corresponds to",Riga,Warsaw
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Portugal corresponds to",Riga,Lisbon
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Qatar corresponds to",Riga,Doha
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Romania corresponds to",Riga,Bucharest
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Samoa corresponds to",Riga,Apia
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Senegal corresponds to",Riga,Dakar
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Serbia corresponds to",Riga,Belgrade
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Singapore corresponds to",Riga,Singapore
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Sudan corresponds to",Riga,Khartoum
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Sweden corresponds to",Riga,Stockholm
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Switzerland corresponds to",Riga,Bern
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Syria corresponds to",Riga,Damascus
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Thailand corresponds to",Riga,Bangkok
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Togo corresponds to",Riga,Lomé
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Turkey corresponds to",Riga,Ankara
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Ukraine corresponds to",Riga,Kyiv
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Vietnam corresponds to",Riga,Hanoi
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Wales corresponds to",Riga,Cardiff
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Yemen corresponds to",Riga,Sanaá
"If Iceland corresponds to Reykjavík, then Latvia corresponds to","If Iceland corresponds to Reykjavík, then Zimbabwe corresponds to",Riga,Harare
"If Indonesia corresponds to Jakarta, then Eritrea corresponds to","If Indonesia corresponds to Jakarta, then Afghanistan corresponds to",Asmara,Kabul
"If Indonesia corresponds to Jakarta, then Eritrea corresponds to","If Indonesia corresponds to Jakarta, then Albania corresponds to",Asmara,Tirana
"If Indonesia corresponds to Jakarta, then Eritrea corresponds to","If Indonesia corresponds to Jakarta, then Algeria corresponds to",Asmara,Algiers
"If Indonesia corresponds to Jakarta, then Eritrea corresponds to","If Indonesia corresponds to Jakarta, then Azerbaijan corresponds to",Asmara,Baku
"If Indonesia corresponds to Jakarta, then Eritrea corresponds to","If Indonesia corresponds to Jakarta, then Bahamas corresponds to",Asmara,Nassau
"If Indonesia corresponds to Jakarta, then Eritrea corresponds to","If Indonesia corresponds to Jakarta, then Bahrain corresponds to",Asmara,Manama
"If Indonesia corresponds to Jakarta, then Eritrea corresponds to","If Indonesia corresponds to Jakarta, then Barbados corresponds to",Asmara,Bridgetown
"If Indonesia corresponds to Jakarta, then Eritrea corresponds to","If Indonesia corresponds to Jakarta, then Bermuda corresponds to",Asmara,Hamilton
"If Indonesia corresponds to Jakarta, then Eritrea corresponds to","If Indonesia corresponds to Jakarta, then Bolivia corresponds to",Asmara,Sucre
"If Indonesia corresponds to Jakarta, then Eritrea corresponds to","If Indonesia corresponds to Jakarta, then Bulgaria corresponds to",Asmara,Sofia
"If Indonesia corresponds to Jakarta, then Eritrea corresponds to","If Indonesia corresponds to Jakarta, then Burundi corresponds to",Asmara,Bujumbura
"If Indonesia corresponds to Jakarta, then Eritrea corresponds to","If Indonesia corresponds to Jakarta, then Cameroon corresponds to",Asmara,Yaoundé
"If Indonesia corresponds to Jakarta, then Eritrea corresponds to","If Indonesia corresponds to Jakarta, then Colombia corresponds to",Asmara,Bogotá
"If Indonesia corresponds to Jakarta, then Eritrea corresponds to","If Indonesia corresponds to Jakarta, then Comoros corresponds to",Asmara,Moroni
"If Indonesia corresponds to Jakarta, then Eritrea corresponds to","If Indonesia corresponds to Jakarta, then Croatia corresponds to",Asmara,Zagreb
"If Indonesia corresponds to Jakarta, then Eritrea corresponds to","If Indonesia corresponds to Jakarta, then Dominica corresponds to",Asmara,Roseau
"If Indonesia corresponds to Jakarta, then Eritrea corresponds to","If Indonesia corresponds to Jakarta, then Estonia corresponds to",Asmara,Tallinn
"If Indonesia corresponds to Jakarta, then Eritrea corresponds to","If Indonesia corresponds to Jakarta, then Gambia corresponds to",Asmara,Banjul
"If Indonesia corresponds to Jakarta, then Eritrea corresponds to","If Indonesia corresponds to Jakarta, then Gibraltar corresponds to",Asmara,Gibraltar
